2025-09-01 13:41:32,314 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='False', Details='Request successful. Status: 401'
2025-09-01 13:50:53,259 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 13:50:56,746 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 13:50:56,781 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:00:05,004 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:00:05,017 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:00:05,021 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:00:05,046 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:00:40,684 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:10,483 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:11,117 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:11,155 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:17,085 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:17,109 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:17,199 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:17,250 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:19,589 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:59,833 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:59,911 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:01:59,957 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:02:00,879 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:41,604 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:42,323 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:42,446 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:44,016 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:44,096 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:44,174 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:44,230 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:07:45,254 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:05,239 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:05,255 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:05,261 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:11,477 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:11,485 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:11,504 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:11,572 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:12,332 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:36,391 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:36,420 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:53,645 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:56,040 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:56,090 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:58,439 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:58,451 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:58,492 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:09:58,500 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:10:00,180 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:10:19,765 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:10:19,771 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:10:19,775 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:10:20,715 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:16:57,419 - Action='PATIENT_REGISTRATION', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 201'
2025-09-01 14:16:58,061 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:16:58,111 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:30,749 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:32,285 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:32,299 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:39,088 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:39,105 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:39,115 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:39,155 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:39,167 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:39,189 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:55,393 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:56,577 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:59,062 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:59,065 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:59,095 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:17:59,097 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:12,879 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:13,993 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:19,070 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:19,085 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:19,093 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:19,119 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:19,138 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:19,141 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:20,289 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:41,998 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:42,016 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:42,027 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:42,106 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:18:43,640 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:17,573 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:17,616 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:17,623 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:17,628 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:18,999 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:19,011 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:19,013 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:19,045 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:19,061 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:19,063 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:23,144 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:25,692 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:28,732 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:30,955 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:20:33,526 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:23,611 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:23,624 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:23,628 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:23,660 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:23,678 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:23,681 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:21:25,296 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:26:59,244 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:26:59,268 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:26:59,326 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:26:59,332 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:26:59,338 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:26:59,360 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='4', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:27:55,788 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:27:59,438 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:27:59,460 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:28:03,067 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:28:05,200 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:28:05,303 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:30:02,659 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:30:02,670 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:30:02,672 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:30:02,731 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:30:02,762 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:30:02,766 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:25,938 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:39,154 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:43,197 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:43,261 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:43,393 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:43,413 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:38:44,832 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:51,988 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:52,941 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:53,123 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:53,876 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:54,533 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:54,568 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:56,512 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:56,517 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:56,563 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:56,568 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:58,981 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:59,008 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:59,014 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:59,078 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:59,119 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:50:59,126 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:09,501 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:20,228 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:20,302 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:20,341 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:20,350 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:21,626 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:51:24,548 - Action='VIEW_CHAT_HISTORY', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:57:18,020 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 14:57:18,028 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:15:58,842 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:15:59,881 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:00,089 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:01,339 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:02,032 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:02,073 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:03,960 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:03,985 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:04,143 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:04,162 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:04,992 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:04,998 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:05,001 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:05,090 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:05,113 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:16:05,118 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:07,395 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:08,517 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:08,543 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:08,583 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:09,217 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:09,255 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:11,572 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:11,574 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:11,620 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:11,625 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='3', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:12,832 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:12,857 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:12,940 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:13,028 - Action='VIEW_ALL_PATIENTS', Resource='patients', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:13,057 - Action='VIEW_CONVERSATIONS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:17:13,076 - Action='VIEW_CHATEABLE_USERS', Resource='chat', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:19:57,054 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:19:57,939 - Action='USER_LOGIN', Resource='authentication', UserID='None', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:19:57,951 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:19:57,986 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='2', Success='True', Details='Request successful. Status: 200'
2025-09-01 15:19:58,584 - Action='VIEW_OWN_PROFILE', Resource='users', UserID='3', Success='True', Details='Request successful. Status: 200'
